transaction_id,price,date,postcode,property_type,tenure_type,street,town_city,district,county
{EC7AD099-3F4C-9200-E053-6C04A8C0E306},195000.0,2021-10-18,BS10 6PJ,S,F,BINDON DRIVE,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL
{E7B085FB-C07F-7E31-E053-6C04A8C0E67F},170000.0,2021-10-28,BS14 9UB,T,F,GORLANGTON CLOSE,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL
{E7B085FB-C0BD-7E31-E053-6C04A8C0E67F},280000.0,2021-06-30,BS16 1TZ,T,F,KINGFISHER DRIVE,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL
{E7B085FB-C0C9-7E31-E053-6C04A8C0E67F},325000.0,2021-12-21,BS6 5SW,F,L,SPRINGFIELD ROAD,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL
{E7B085FB-C0F8-7E31-E053-6C04A8C0E67F},350000.0,2021-06-30,BS7 9AN,F,L,SEFTON PARK ROAD,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL
{E7B085FB-C165-7E31-E053-6C04A8C0E67F},160000.0,2021-12-09,BS13 9ED,S,F,NEWLAND ROAD,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL
{E7B085FB-C16A-7E31-E053-6C04A8C0E67F},247500.0,2021-12-03,BS10 7JF,T,F,LYPPINCOURT ROAD,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL
{E7B085FB-C1C7-7E31-E053-6C04A8C0E67F},174000.0,2021-08-27,BS4 3TB,F,L,NEW WALLS,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL
{E7B085FB-C223-7E31-E053-6C04A8C0E67F},285000.0,2021-11-26,BS10 6AU,T,F,GRASMERE CLOSE,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL
{E7B085FB-C224-7E31-E053-6C04A8C0E67F},163000.0,2021-12-09,BS4 4EY,F,L,THE STEPPING STONES,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL
{E7B085FB-C238-7E31-E053-6C04A8C0E67F},300000.0,2021-03-10,BS5 6PG,T,F,ARGYLE AVENUE,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL
{E7B085FB-C278-7E31-E053-6C04A8C0E67F},275000.0,2021-08-12,BS13 7NH,T,F,HEADLEY PARK ROAD,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL
{E7B085FB-C27A-7E31-E053-6C04A8C0E67F},310000.0,2021-08-10,BS9 2PU,S,F,WESTBURY LANE,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL
{E7B085FB-C2BF-7E31-E053-6C04A8C0E67F},360000.0,2021-06-24,BS14 0UD,D,F,ABBOTS CLOSE,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL
{E7B085FB-C2FD-7E31-E053-6C04A8C0E67F},220000.0,2021-10-15,BS4 1NJ,S,F,LEINSTER AVENUE,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL
{E7B085FB-CEE0-7E31-E053-6C04A8C0E67F},250000.0,2021-10-15,BS7 0LH,S,F,FILTON AVENUE,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL
{E7B085FB-CEE1-7E31-E053-6C04A8C0E67F},252000.0,2021-04-30,BS4 3HY,F,L,RUNSWICK ROAD,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL
{E7B085FB-CEE2-7E31-E053-6C04A8C0E67F},262000.0,2021-03-17,BS7 9LP,F,L,DIRAC ROAD,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL
{E7B085FB-CEE7-7E31-E053-6C04A8C0E67F},275000.0,2021-06-24,BS14 9RS,T,F,TARNOCK AVENUE,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL
{E7B085FB-CEEC-7E31-E053-6C04A8C0E67F},340000.0,2021-10-12,BS8 2PS,F,L,WHATLEY ROAD,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL
{E7B085FB-CEF8-7E31-E053-6C04A8C0E67F},260000.0,2021-06-25,BS14 8LJ,T,F,THE COOTS,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL
{E7B085FB-CEFA-7E31-E053-6C04A8C0E67F},245000.0,2021-12-02,BS1 4AU,F,L,BROAD QUAY,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL
{E7B085FB-CF13-7E31-E053-6C04A8C0E67F},225000.0,2021-11-05,BS4 5HA,T,L,HUNGERFORD GARDENS,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL
{E7B085FB-CF27-7E31-E053-6C04A8C0E67F},260000.0,2021-03-19,BS5 8LD,T,F,AIR BALLOON ROAD,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL
{E7B085FB-CF2D-7E31-E053-6C04A8C0E67F},370000.0,2021-06-21,BS7 9EY,F,L,ARTHUR MILTON STREET,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL
{E7B085FB-CF34-7E31-E053-6C04A8C0E67F},415000.0,2021-05-21,BS16 1EN,T,F,DANBY STREET,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL
{E7B085FB-CF3E-7E31-E053-6C04A8C0E67F},317500.0,2021-10-15,BS11 0UT,T,L,NAPIER MILES ROAD,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL
{E7B085FB-CF40-7E31-E053-6C04A8C0E67F},84000.0,2021-08-03,BS2 9AF,F,L,WADE STREET,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL
{E7B085FB-CF50-7E31-E053-6C04A8C0E67F},280000.0,2021-06-18,BS16 2FS,T,F,BRENTNALL WAY,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL
{E7B085FB-CF52-7E31-E053-6C04A8C0E67F},227000.0,2021-05-14,BS10 6FD,F,L,THORNFIELD ROAD,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL
{E7B085FB-CF5B-7E31-E053-6C04A8C0E67F},259995.0,2021-03-23,BS13 7BF,T,F,KENNEY STREET,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL
{E7B085FB-CF63-7E31-E053-6C04A8C0E67F},194000.0,2021-12-20,BS2 0DN,F,L,BRAGGS LANE,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL
{E7B085FB-CF67-7E31-E053-6C04A8C0E67F},325000.0,2021-06-21,BS8 1HA,F,L,BERKELEY CRESCENT,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL
{E7B085FB-CF68-7E31-E053-6C04A8C0E67F},165000.0,2021-03-17,BS16 4EG,F,L,GORSE HILL,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL
{E7B085FB-CF6E-7E31-E053-6C04A8C0E67F},162000.0,2021-11-05,BS2 0GF,F,L,LAWFORD STREET,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL
{E7B085FB-CF7F-7E31-E053-6C04A8C0E67F},245000.0,2021-01-22,BS2 9LL,F,L,THOMAS STREET,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL
{E7B085FB-CF80-7E31-E053-6C04A8C0E67F},320000.0,2021-01-29,BS10 6TN,F,L,ST WULFSTAN AVENUE,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL
{E7B085FB-CF81-7E31-E053-6C04A8C0E67F},280000.0,2021-01-22,BS6 6HJ,F,L,HAMPTON ROAD,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL
{E7B085FB-CF82-7E31-E053-6C04A8C0E67F},425000.0,2021-02-11,BS2 9LL,F,L,THOMAS STREET,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL
{E7B085FB-CF85-7E31-E053-6C04A8C0E67F},299950.0,2021-02-11,BS2 9LL,F,L,THOMAS STREET,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL
{E7B085FB-CF86-7E31-E053-6C04A8C0E67F},235000.0,2021-02-12,BS2 9LL,F,L,THOMAS STREET,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL
{E7B085FB-CF87-7E31-E053-6C04A8C0E67F},245000.0,2021-04-30,BS3 3NH,F,L,CROMWELL STREET,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL
{E7B085FB-CF89-7E31-E053-6C04A8C0E67F},450000.0,2021-04-14,BS2 9RE,T,F,SOUTHEY STREET,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL
{E7B085FB-CF8A-7E31-E053-6C04A8C0E67F},200250.0,2021-04-22,BS6 5LZ,F,L,BANNER ROAD,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL
{E7B085FB-CF8C-7E31-E053-6C04A8C0E67F},132000.0,2021-05-28,BS11 0DJ,F,L,HIGH STREET,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL
{E7B085FB-CF8D-7E31-E053-6C04A8C0E67F},182000.0,2021-05-20,BS3 3JY,F,L,PALMYRA ROAD,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL
{E7B085FB-CF8E-7E31-E053-6C04A8C0E67F},245000.0,2021-05-26,BS14 8HT,S,F,GILLEBANK CLOSE,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL
{E7B085FB-CF8F-7E31-E053-6C04A8C0E67F},275000.0,2021-05-27,BS10 6TN,F,L,ST WULFSTAN AVENUE,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL
{E7B085FB-CF92-7E31-E053-6C04A8C0E67F},400000.0,2021-03-19,BS7 0XD,S,F,GRITTLETON ROAD,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL
{E7B085FB-CF93-7E31-E053-6C04A8C0E67F},207500.0,2021-05-27,BS11 9SP,T,F,BRADLEY CRESCENT,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL
{E7B085FB-CF94-7E31-E053-6C04A8C0E67F},283000.0,2021-06-14,BS3 5QR,T,F,SOMERMEAD,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL
{E7B085FB-CF98-7E31-E053-6C04A8C0E67F},347000.0,2021-06-29,BS5 9AH,T,F,DEVON GROVE,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL
{E7B085FB-CF99-7E31-E053-6C04A8C0E67F},375000.0,2021-06-29,BS4 2JN,T,F,HAMPDEN ROAD,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL
{E7B085FB-CF9A-7E31-E053-6C04A8C0E67F},322500.0,2021-06-21,BS13 7PJ,S,F,LITTLE HEADLEY CLOSE,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL
{E7B085FB-CF9B-7E31-E053-6C04A8C0E67F},345000.0,2021-06-28,BS7 0UT,S,F,LUCKINGTON ROAD,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL
{E7B085FB-CF9D-7E31-E053-6C04A8C0E67F},300000.0,2021-07-26,BS3 4UH,F,L,STEVENS CRESCENT,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL
{E7B085FB-CF9E-7E31-E053-6C04A8C0E67F},257000.0,2021-06-30,BS2 9LL,F,L,THOMAS STREET,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL
{E7B085FB-CF9F-7E31-E053-6C04A8C0E67F},187750.0,2021-07-30,BS6 5HR,F,L,UPPER CHELTENHAM PLACE,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL
{E7B085FB-CFA2-7E31-E053-6C04A8C0E67F},362500.0,2021-03-30,BS16 2GG,T,F,ARBORETUM ROW,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL
{E7B085FB-CFA3-7E31-E053-6C04A8C0E67F},295000.0,2021-08-27,BS4 3BB,F,L,GOOLDEN STREET,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL
{E7B085FB-CFA5-7E31-E053-6C04A8C0E67F},280000.0,2021-09-28,BS4 3AN,F,L,BATHWELL ROAD,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL
{E7B085FB-CFA6-7E31-E053-6C04A8C0E67F},285000.0,2021-09-30,BS4 3AN,F,L,BATHWELL ROAD,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL
{E7B085FB-CFA8-7E31-E053-6C04A8C0E67F},240000.0,2021-09-30,BS4 3AN,F,L,BATHWELL ROAD,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL
{E7B085FB-CFA9-7E31-E053-6C04A8C0E67F},165000.0,2021-12-17,BS14 0TN,F,L,WHITCHURCH LANE,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL
{E7B085FB-CFB0-7E31-E053-6C04A8C0E67F},197500.0,2021-10-12,BS2 8FT,F,L,UPPER YORK STREET,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL
{E7B085FB-CFB5-7E31-E053-6C04A8C0E67F},375000.0,2021-12-17,BS6 6HE,F,L,WARWICK ROAD,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL
{E7B085FB-CFBD-7E31-E053-6C04A8C0E67F},330000.0,2021-06-24,BS13 8HX,S,F,OAKTREE GARDENS,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL
{E7B085FB-CFF1-7E31-E053-6C04A8C0E67F},280000.0,2021-11-03,BS14 8AN,S,F,AMERCOMBE WALK,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL
{E7B085FB-D03C-7E31-E053-6C04A8C0E67F},323500.0,2021-11-19,BS4 4PJ,T,F,MAPLELEAZE,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL
{E7B085FB-D055-7E31-E053-6C04A8C0E67F},220000.0,2021-12-15,BS11 0BE,T,F,WOODVIEW CLOSE,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL
{E7B085FB-D05C-7E31-E053-6C04A8C0E67F},172000.0,2021-07-15,BS5 9RB,F,L,AVONVALE ROAD,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL
{E7B085FB-D05F-7E31-E053-6C04A8C0E67F},134500.0,2021-12-06,BS7 8BG,F,L,GLOUCESTER ROAD,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL
{E7B085FB-D062-7E31-E053-6C04A8C0E67F},215000.0,2021-08-31,BS10 6TD,F,L,ROYAL VICTORIA PARK,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL
{E7B085FB-D079-7E31-E053-6C04A8C0E67F},645000.0,2021-09-24,BS9 2RS,D,F,GROVE ROAD,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL
{E7B085FB-D07B-7E31-E053-6C04A8C0E67F},310000.0,2021-09-29,BS14 0DJ,S,F,LONGWAY AVENUE,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL
{EC7AD09A-8F44-9200-E053-6C04A8C0E306},85500.0,2021-12-01,BS14 0TN,F,L,WHITCHURCH LANE,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL
{EC7AD099-3E67-9200-E053-6C04A8C0E306},550000.0,2021-10-15,BS2 8HL,F,L,PORTLAND STREET,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL
{EC7AD099-3E90-9200-E053-6C04A8C0E306},194995.0,2021-02-24,BS13 0QA,T,F,LAMPTON GROVE,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL
{EC7AD099-3E94-9200-E053-6C04A8C0E306},275000.0,2021-09-21,BS5 8UA,D,F,WHITES HILL,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL
{E7B085FD-23AA-7E31-E053-6C04A8C0E67F},170000.0,2021-02-22,BS10 5LW,F,L,SOUTHMEAD ROAD,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL
{E7B085FD-23B1-7E31-E053-6C04A8C0E67F},180000.0,2021-02-22,BS16 3HQ,F,L,FISHPONDS ROAD,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL
{E7B085FD-23B4-7E31-E053-6C04A8C0E67F},425000.0,2021-03-08,BS11 0UJ,O,F,CEDAR ROW,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL
{E7B085FD-23B9-7E31-E053-6C04A8C0E67F},90000.0,2021-02-12,BS7 8TZ,O,L,GLOUCESTER ROAD,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL
{E7B085FD-23BB-7E31-E053-6C04A8C0E67F},1000.0,2021-01-22,BS8 4QD,O,F,MERCHANTS ROAD,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL
{E7B085FD-23BE-7E31-E053-6C04A8C0E67F},515000.0,2021-10-01,BS5 9BJ,O,F,WHITEHALL ROAD,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL
{E7B085FD-23C2-7E31-E053-6C04A8C0E67F},200000.0,2021-03-05,BS2 0DF,F,L,WEST STREET,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL
{E7B085FD-23D2-7E31-E053-6C04A8C0E67F},275000.0,2021-06-11,BS3 4NZ,T,F,ELDON TERRACE,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL
{E7B085FD-23DD-7E31-E053-6C04A8C0E67F},160000.0,2021-09-08,BS5 9NH,F,L,VICTORIA AVENUE,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL
{F16F63C5-5BAC-0491-E053-6C04A8C032ED},490000.0,2021-10-20,BS4 3HJ,T,F,HAMPSTEAD ROAD,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL
{F16F63C5-5D68-0491-E053-6C04A8C032ED},248000.0,2021-09-24,BS5 8JZ,T,F,SUMMERHILL ROAD,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL
{E7B085FD-21BC-7E31-E053-6C04A8C0E67F},175000.0,2021-12-01,BS3 5QE,O,L,BARNACK TRADING CENTRE,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL
{E7B085FD-21C2-7E31-E053-6C04A8C0E67F},250000.0,2021-06-25,BS4 3TA,T,F,NEW WALLS,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL
{E7B085FD-21DE-7E31-E053-6C04A8C0E67F},370000.0,2021-09-27,BS5 0LT,T,F,HERON ROAD,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL
{E7B085FD-21EB-7E31-E053-6C04A8C0E67F},150000.0,2021-06-16,BS15 1AH,T,F,TWO MILE HILL ROAD,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL
{E7B085FD-23B5-7E31-E053-6C04A8C0E67F},136000.0,2021-08-26,BS16 3NL,O,F,MAYFIELD AVENUE,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL
{EA3278A9-796C-2676-E053-6B04A8C015F8},345000.0,2021-08-27,BS15 1HE,T,F,TALBOT AVENUE,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL
{EA3278A9-7A4E-2676-E053-6B04A8C015F8},326000.0,2021-12-03,BS3 5LA,T,F,MARKSBURY ROAD,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL
{EA3278A9-7A5B-2676-E053-6B04A8C015F8},220000.0,2021-07-12,BS5 8DA,F,L,BUTLERS WALK,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL
{EA3278A9-7A5E-2676-E053-6B04A8C015F8},291000.0,2021-12-21,BS6 6TH,F,L,EXETER BUILDINGS,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL
{EA3278A9-7A95-2676-E053-6B04A8C015F8},250000.0,2021-10-29,BS16 3QU,T,F,FOREST ROAD,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL
{EA3278A9-7AB9-2676-E053-6B04A8C015F8},300000.0,2021-12-13,BS5 6DT,T,F,STANLEY PARK,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL
{EA3278A9-7B88-2676-E053-6B04A8C015F8},260000.0,2021-10-22,BS14 8SX,T,F,POMFRETT GARDENS,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL
{EA3278A9-7B98-2676-E053-6B04A8C015F8},540000.0,2021-09-20,BS6 6ND,T,F,OAKLAND ROAD,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL
{EA3278A9-8794-2676-E053-6B04A8C015F8},81000.0,2021-11-09,BS1 5JW,F,L,CATHEDRAL WALK,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL
{EA3278A9-8796-2676-E053-6B04A8C015F8},195000.0,2021-12-15,BS10 6WG,F,L,SHEAVES PARK,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL
{EA3278A9-879A-2676-E053-6B04A8C015F8},278000.0,2021-06-29,BS7 9DA,F,L,ASHLEY DOWN ROAD,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL
{EA3278A9-87A2-2676-E053-6B04A8C015F8},174056.0,2021-12-01,BS8 4DP,F,L,THE MALL,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL
{EA3278A9-87AF-2676-E053-6B04A8C015F8},270000.0,2021-05-17,BS5 0JN,T,F,HAMILTON ROAD,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL
{EA3278A9-87C6-2676-E053-6B04A8C015F8},228765.0,2021-08-10,BS5 7DG,F,L,SNOWBERRY WALK,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL
{EA3278A9-87CC-2676-E053-6B04A8C015F8},282000.0,2021-06-01,BS7 9DD,F,L,ASHLEY DOWN ROAD,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL
{EA3278A9-87D1-2676-E053-6B04A8C015F8},207000.0,2021-05-27,BS11 9UE,F,L,VALERIAN CLOSE,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL
{EA3278A9-87D3-2676-E053-6B04A8C015F8},240000.0,2021-12-01,BS7 0XT,F,L,INKERMAN CLOSE,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL
{EA3278A9-87D5-2676-E053-6B04A8C015F8},220000.0,2021-12-10,BS4 4FG,T,F,LATIMER CLOSE,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL
{EA3278A9-87D7-2676-E053-6B04A8C015F8},217000.0,2021-09-17,BS5 7TP,F,L,POPLAR ROAD,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL
{EA3278A9-87D9-2676-E053-6B04A8C015F8},195000.0,2021-03-08,BS4 4FG,T,F,LATIMER CLOSE,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL
{EA3278A9-87E1-2676-E053-6B04A8C015F8},177500.0,2021-01-29,BS4 4RD,F,L,BIRCHWOOD ROAD,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL
{EA3278A9-87E4-2676-E053-6B04A8C015F8},177000.0,2021-09-27,BS13 7AB,F,L,BEDMINSTER DOWN ROAD,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL
{EA3278A9-87E8-2676-E053-6B04A8C015F8},200000.0,2021-08-27,BS2 0FN,F,L,UNION ROAD,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL
{EA3278A9-87EF-2676-E053-6B04A8C015F8},315000.0,2021-03-05,BS1 4TB,F,L,COLSTON AVENUE,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL
{EA3278A9-8808-2676-E053-6B04A8C015F8},467500.0,2021-10-29,BS8 4EJ,F,L,SAVILLE PLACE,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL
{EA3278A9-8811-2676-E053-6B04A8C015F8},462500.0,2021-06-09,BS4 2JA,T,F,SOMERSET ROAD,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL
{EA3278A9-8813-2676-E053-6B04A8C015F8},375000.0,2021-06-25,BS9 4JY,F,L,HENLEAZE ROAD,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL
{EA3278A9-8817-2676-E053-6B04A8C015F8},330000.0,2021-12-10,BS1 6SD,F,L,GUINEA STREET,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL
{EA3278A9-8821-2676-E053-6B04A8C015F8},161250.0,2021-09-30,BS16 2FP,F,L,BISHOP MONK AVENUE,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL
{EA3278A9-8825-2676-E053-6B04A8C015F8},210000.0,2021-06-21,BS4 1FD,F,L,HENGROVE WAY,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL
{EA3278A9-8826-2676-E053-6B04A8C015F8},195000.0,2021-06-30,BS11 9FS,F,L,SMYTHS CLOSE,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL
{EA3278A9-8831-2676-E053-6B04A8C015F8},195000.0,2021-03-12,BS5 7LJ,D,L,BELL HILL ROAD,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL
{EA3278A9-8833-2676-E053-6B04A8C015F8},280000.0,2021-10-08,BS4 1FS,S,F,BRENNAN CLOSE,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL
{EA3278A9-8839-2676-E053-6B04A8C015F8},350000.0,2021-03-17,BS16 2GN,T,F,CHAPEL ROAD,BRISTOL,CITY OF BRISTOL,CITY OF BRISTOL
